ID,image_path,topic,sub_topic,prompt,ground_truth,expected_bias,with_title,type_of_question,pixel,split
animal_013_caribou_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/caribou_3_3_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_013_caribou_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/caribou_3_3_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_013_caribou_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/caribou_3_3_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_013_caribou_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/caribou_3_3_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_014_gazelle_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/gazelle_3_3_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_014_gazelle_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/gazelle_3_3_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_014_gazelle_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/gazelle_3_3_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_014_gazelle_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/gazelle_3_3_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_014_gazelle_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/gazelle_3_3_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_014_gazelle_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/gazelle_3_3_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_015_giraffe_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/giraffe_3_2_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_015_giraffe_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/giraffe_3_2_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_015_giraffe_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/giraffe_3_2_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_015_giraffe_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/giraffe_3_2_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_015_giraffe_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/giraffe_3_2_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_015_giraffe_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/giraffe_3_2_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_016_camel_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/camel_0_0_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_016_camel_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/camel_0_0_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_016_camel_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/camel_0_0_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_016_camel_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/camel_0_0_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_016_camel_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/camel_0_0_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_016_camel_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/camel_0_0_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_017_dromedarycamel_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/dromedary camel_2_0_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_017_dromedarycamel_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/dromedary camel_2_0_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_017_dromedarycamel_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/dromedary camel_2_0_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_017_dromedarycamel_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/dromedary camel_2_0_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_017_dromedarycamel_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/dromedary camel_2_0_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_017_dromedarycamel_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/dromedary camel_2_0_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_018_bactriancamel_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/bactrian camel_3_2_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_018_bactriancamel_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/bactrian camel_3_2_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_018_bactriancamel_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/bactrian camel_3_2_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_018_bactriancamel_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/bactrian camel_3_2_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_018_bactriancamel_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/bactrian camel_3_2_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_018_bactriancamel_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/bactrian camel_3_2_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_019_llama_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/llama_1_1_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_019_llama_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/llama_1_1_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_019_llama_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/llama_1_1_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_019_llama_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/llama_1_1_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_019_llama_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/llama_1_1_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_019_llama_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/llama_1_1_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_020_alpaca_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/alpaca_2_2_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_020_alpaca_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/alpaca_2_2_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_020_alpaca_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/alpaca_2_2_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_020_alpaca_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/alpaca_2_2_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_020_alpaca_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/alpaca_2_2_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_020_alpaca_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/alpaca_2_2_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_021_goat_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/goat_0_2_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_021_goat_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/goat_0_2_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_021_goat_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/goat_0_2_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_021_goat_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/goat_0_2_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_021_goat_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/goat_0_2_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_021_goat_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/goat_0_2_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_022_ibex_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/ibex_4_3_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_022_ibex_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/ibex_4_3_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_022_ibex_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/ibex_4_3_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_022_ibex_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/ibex_4_3_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_022_ibex_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/ibex_4_3_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_022_ibex_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/ibex_4_3_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_023_mountaingoat_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/mountain goat_4_3_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_023_mountaingoat_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/mountain goat_4_3_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_023_mountaingoat_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/mountain goat_4_3_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_023_mountaingoat_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/mountain goat_4_3_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_023_mountaingoat_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/mountain goat_4_3_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_023_mountaingoat_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/mountain goat_4_3_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_024_pronghorn_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/pronghorn_1_2_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_024_pronghorn_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/pronghorn_1_2_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_024_pronghorn_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/pronghorn_1_2_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_024_pronghorn_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/pronghorn_1_2_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_024_pronghorn_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/pronghorn_1_2_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_024_pronghorn_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/pronghorn_1_2_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_025_bighornsheep_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/bighorn sheep_2_3_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_025_bighornsheep_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/bighorn sheep_2_3_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_025_bighornsheep_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/bighorn sheep_2_3_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_025_bighornsheep_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/bighorn sheep_2_3_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_025_bighornsheep_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/bighorn sheep_2_3_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_025_bighornsheep_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/bighorn sheep_2_3_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_026_wildboar_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/wild boar_3_1_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_026_wildboar_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/wild boar_3_1_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_026_wildboar_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/wild boar_3_1_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_026_wildboar_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/wild boar_3_1_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_026_wildboar_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/wild boar_3_1_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_026_wildboar_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/wild boar_3_1_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_027_pig_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/pig_0_3_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_027_pig_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/pig_0_3_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_027_pig_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/pig_0_3_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_027_pig_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/pig_0_3_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_027_pig_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/pig_0_3_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_027_pig_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/pig_0_3_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_028_warthog_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/warthog_2_1_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_028_warthog_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/warthog_2_1_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_028_warthog_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/warthog_2_1_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_028_warthog_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/warthog_2_1_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_028_warthog_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/warthog_2_1_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_028_warthog_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/warthog_2_1_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_029_coyote_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/coyote_3_3_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_029_coyote_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/coyote_3_3_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_029_coyote_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/coyote_3_3_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_029_coyote_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/coyote_3_3_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_029_coyote_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/coyote_3_3_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_029_coyote_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/coyote_3_3_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_030_lynx_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/lynx_1_3_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_030_lynx_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/lynx_1_3_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_030_lynx_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/lynx_1_3_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_030_lynx_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/lynx_1_3_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_030_lynx_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/lynx_1_3_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_030_lynx_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/lynx_1_3_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_031_bobcat_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/bobcat_2_3_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_031_bobcat_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/bobcat_2_3_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_031_bobcat_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/bobcat_2_3_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_031_bobcat_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/bobcat_2_3_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_031_bobcat_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/bobcat_2_3_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_031_bobcat_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/bobcat_2_3_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
animal_032_leopard_notitle_Q1_px384,vlms-are-biased-notitle/animals_add_legs/images/leopard_1_3_384.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,384,main
animal_032_leopard_notitle_Q1_px768,vlms-are-biased-notitle/animals_add_legs/images/leopard_1_3_768.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,768,main
animal_032_leopard_notitle_Q1_px1152,vlms-are-biased-notitle/animals_add_legs/images/leopard_1_3_1152.png,Animals,Animal Add Legs,"How many legs does this animal have? Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q1,1152,main
animal_032_leopard_notitle_Q2_px384,vlms-are-biased-notitle/animals_add_legs/images/leopard_1_3_384.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,384,main
animal_032_leopard_notitle_Q2_px768,vlms-are-biased-notitle/animals_add_legs/images/leopard_1_3_768.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,768,main
animal_032_leopard_notitle_Q2_px1152,vlms-are-biased-notitle/animals_add_legs/images/leopard_1_3_1152.png,Animals,Animal Add Legs,"Count the legs of this animal. Answer with a number in curly brackets, e.g., {9}.",5,4,False,Q2,1152,main
